id_transaccion,timestamp,monto,categoria_comercio,tipo_tarjeta,score_dispositivo,intentos_fallidos_24h,pais_coincide,target
TX_021490,2026-01-28 07:23:36,13.6,Retail,Crédito,95.0,0,1,0
TX_016080,2026-03-25 08:22:57,18.67,Retail,Crédito,88.8,0,0,0
TX_020987,2026-03-20 05:32:17,262.91,Retail,Crédito,70.9,0,1,0
TX_032109,2026-02-05 19:26:56,22.47,Servicios,Crédito,67.6,0,1,0
TX_028190,2026-03-24 20:05:02,294.85,Servicios,Débito,82.0,0,1,0
TX_012001,2026-02-14 12:06:40,82.16,Retail,Débito,89.4,0,1,0
TX_018286,2026-02-16 16:17:19,92.5,Retail,Débito,100.0,0,0,0
TX_003075,2026-03-11 15:30:24,39.1,Retail,Crédito,88.7,0,1,0
TX_001079,2026-02-13 03:35:17,288.87,Servicios,Crédito,83.3,0,1,0
TX_010500,2026-03-28 11:01:42,16.87,Viajes,Crédito,81.9,0,1,0
TX_017371,2026-01-19 10:27:17,6.7,Electrónica,Débito,70.2,0,1,0
TX_048767,2026-02-27 04:40:36,16.49,Servicios,Crédito,93.2,0,1,0
TX_005666,2026-01-25 19:56:01,10.27,Servicios,Débito,100.0,0,1,0
TX_002990,2026-03-05 06:41:47,149.84,Retail,Crédito,92.1,0,1,0
TX_028736,2026-01-27 10:27:45,154.02,Entretenimiento,Crédito,87.4,0,1,0
TX_045555,2026-01-16 19:16:29,45.42,Servicios,Crédito,100.0,0,1,0
TX_012488,2026-01-27 20:49:58,106.15,Servicios,Débito,86.0,0,1,0
TX_002815,2026-01-26 08:45:50,187.52,Retail,Débito,94.7,1,1,0
TX_007517,2026-02-03 21:51:50,63.94,Electrónica,Crédito,69.6,0,1,0
TX_018680,2026-01-11 17:37:52,13.98,Retail,Débito,82.1,2,1,0
TX_017955,2026-02-12 00:07:12,12.04,Retail,Crédito,84.0,0,0,0
TX_000962,2026-03-09 00:35:17,5.58,Retail,Crédito,89.1,0,1,0
TX_030929,2026-01-25 07:43:42,35.12,Servicios,Crédito,71.4,0,1,0
TX_001792,2026-02-20 22:48:08,140.54,Retail,Débito,90.9,0,1,0
TX_048391,2026-01-03 10:59:09,19.81,Electrónica,Débito,78.0,0,1,0
TX_004394,2026-03-27 01:07:48,28.02,Viajes,Débito,89.9,0,1,0
TX_022824,2026-01-27 22:03:25,74.16,Servicios,Débito,86.0,0,1,0
TX_040144,2026-01-24 00:12:48,81.96,Servicios,Débito,96.7,0,0,0
TX_024016,2026-03-23 20:06:00,114.28,Retail,Crédito,98.0,1,0,0
TX_025805,2026-02-20 00:33:08,293.28,Retail,Crédito,29.3,2,0,1
TX_005750,2026-03-08 03:04:49,6.79,Retail,Crédito,88.6,2,1,0
TX_035438,2026-03-12 08:17:46,140.05,Retail,Débito,86.2,0,1,0
TX_025375,2026-03-26 17:40:33,5.81,Retail,Débito,85.3,0,1,0
TX_011548,2026-01-26 20:08:16,97.45,Servicios,Débito,96.0,0,1,0
TX_032997,2026-02-07 04:45:38,14.83,Retail,Crédito,87.4,0,1,0
TX_039909,2026-02-20 19:13:28,34.65,Retail,Crédito,74.8,0,1,0
TX_018315,2026-03-27 06:55:34,109.31,Retail,Crédito,82.4,0,1,0
TX_049926,2026-02-04 05:10:06,417.24,Electrónica,Crédito,,2,0,1
TX_004263,2026-02-02 00:13:37,136.63,Retail,Crédito,87.2,0,1,0
TX_046757,2026-01-16 14:34:39,125.33,Retail,Débito,92.7,0,1,0
TX_001801,2026-03-25 14:03:50,14.95,Servicios,Crédito,90.4,0,1,0
TX_018520,2026-02-23 03:42:33,9.94,Electrónica,Crédito,85.1,0,1,0
TX_035825,2026-01-14 09:48:54,17.21,Retail,Débito,72.7,0,1,0
TX_040152,2026-01-16 20:21:15,8.94,Retail,Crédito,86.2,2,1,0
TX_022329,2026-03-29 03:06:14,87.98,Servicios,Crédito,75.0,0,1,0
TX_049240,2026-01-12 02:46:08,294.87,Retail,Débito,94.2,0,1,0
TX_033674,2026-01-09 00:49:46,16.14,Entretenimiento,Crédito,74.2,1,1,0
TX_032274,2026-01-16 14:13:03,18.2,Entretenimiento,Crédito,76.2,0,1,0
TX_034146,2026-01-22 07:16:49,51.13,Retail,Crédito,90.7,0,1,0
TX_009234,2026-01-12 17:26:25,133.44,Retail,Crédito,,0,1,0
TX_044245,2026-03-15 23:46:59,66.36,Servicios,Débito,98.1,0,1,0
TX_029240,2026-03-07 22:35:22,7.38,Viajes,Crédito,73.6,3,1,0
TX_017203,2026-03-03 05:19:26,5.65,Entretenimiento,Crédito,71.7,0,1,0
TX_042409,2026-03-21 03:45:45,44.46,Viajes,Crédito,82.7,0,1,0
TX_046841,2026-02-10 15:33:52,18.94,Entretenimiento,Débito,100.0,0,1,0
TX_040111,2026-03-11 01:36:15,57.03,Viajes,Crédito,,0,1,0
TX_048483,2026-01-04 17:38:45,68.49,Servicios,Crédito,81.6,0,1,0
TX_038855,2026-02-09 12:01:12,255.08,Entretenimiento,Débito,78.5,0,1,0
TX_006943,2026-01-11 14:44:17,11.55,Servicios,Débito,73.0,0,1,0
TX_035048,2026-02-11 07:55:57,61.61,Servicios,Crédito,74.1,0,1,0
TX_029508,2026-02-24 03:27:26,5.91,Servicios,Crédito,73.8,1,1,0
TX_033985,2026-01-18 15:20:45,191.32,Servicios,Débito,89.4,0,1,0
TX_047734,2026-03-27 08:46:53,77.97,Retail,Débito,83.3,0,1,0
TX_005326,2026-02-18 00:40:21,46.62,Servicios,Crédito,87.8,0,1,0
TX_029599,2026-03-09 04:29:25,33.8,Retail,Crédito,91.5,0,1,0
TX_043516,2026-03-21 09:08:48,46.78,Servicios,Crédito,90.7,0,0,0
TX_015833,2026-01-30 02:11:46,108.5,Servicios,Débito,100.0,0,1,0
TX_037693,2026-02-07 15:46:08,96.6,Entretenimiento,Crédito,89.4,0,1,0
TX_026860,2026-03-22 22:09:32,25.02,Viajes,Crédito,95.9,0,1,0
TX_028568,2026-01-28 00:56:14,74.08,Retail,Crédito,93.4,0,1,0
TX_025080,2026-01-18 16:45:11,43.5,Electrónica,Crédito,86.4,0,0,0
TX_018708,2026-03-27 15:01:30,16.35,Electrónica,Crédito,100.0,0,1,0
TX_015201,2026-03-22 02:05:11,62.0,Viajes,Débito,83.9,1,0,0
TX_005858,2026-02-27 23:11:50,87.86,Retail,Crédito,79.2,0,1,0
TX_039088,2026-01-14 15:57:03,74.7,Viajes,Crédito,85.5,0,1,0
TX_030894,2026-01-01 12:37:16,42.21,Electrónica,Débito,80.3,0,1,0
TX_045279,2026-02-24 10:00:00,206.0,Retail,Crédito,87.6,1,0,0
TX_016399,2026-01-07 00:24:41,65.67,Servicios,Crédito,79.8,0,1,0
TX_013654,2026-02-03 10:12:51,90.25,Retail,Débito,100.0,0,1,0
TX_013749,2026-02-28 03:54:33,714.89,Viajes,Débito,36.5,2,0,1
TX_023966,2026-01-20 03:19:23,98.49,Retail,Crédito,91.1,0,0,0
TX_045553,2026-01-01 21:52:52,15.17,Electrónica,Débito,78.0,0,1,0
TX_030220,2026-02-18 20:22:33,156.2,Servicios,Crédito,94.2,0,1,0
TX_024080,2026-01-24 09:18:58,17.7,Servicios,Crédito,77.8,0,0,0
TX_012182,2026-01-24 18:14:46,93.99,Electrónica,Crédito,78.4,0,1,0
TX_021849,2026-03-27 00:10:54,46.24,Retail,Crédito,93.7,2,1,0
TX_014291,2026-01-27 18:05:41,66.36,Servicios,Crédito,84.6,0,1,0
TX_024756,2026-02-28 15:17:44,7.97,Retail,Crédito,89.0,0,1,0
TX_035014,2026-01-23 02:49:14,94.93,Servicios,Débito,91.4,0,1,0
TX_015362,2026-01-16 06:44:35,237.95,Servicios,Crédito,83.9,0,1,0
TX_048039,2026-02-13 04:20:07,6.98,Servicios,Crédito,83.9,0,1,0
TX_036312,2026-03-09 14:26:40,33.42,Retail,Crédito,89.9,0,1,0
TX_030240,2026-03-01 01:08:53,8.31,Retail,Crédito,78.3,0,1,0
TX_007196,2026-03-12 14:59:09,40.45,Retail,Débito,93.5,0,1,0
TX_003580,2026-02-05 16:23:20,17.68,Retail,Crédito,,0,1,0
TX_036148,2026-02-04 08:08:30,8.83,Servicios,Débito,91.3,0,1,0
TX_034096,2026-03-22 10:07:50,24.43,Retail,Crédito,82.4,0,1,0
TX_010442,2026-03-15 18:48:00,65.4,Retail,Débito,100.0,0,1,0
TX_016308,2026-02-22 16:15:15,85.33,Servicios,Débito,79.7,0,1,0
TX_004205,2026-01-29 01:40:48,50.11,Entretenimiento,Débito,93.9,0,1,0
TX_006958,2026-01-14 01:22:43,90.11,Viajes,Crédito,90.1,0,1,0
TX_009164,2026-02-27 23:19:43,60.94,Servicios,Crédito,81.6,0,1,0
TX_020628,2026-02-09 11:18:22,17.1,Electrónica,Crédito,93.4,0,1,0
TX_017568,2026-02-01 23:01:00,132.48,Retail,Crédito,93.5,0,1,0
TX_014833,2026-01-20 06:26:01,31.34,Retail,Crédito,78.6,0,1,0
TX_027030,2026-03-05 08:14:34,44.44,Retail,Crédito,89.2,1,1,0
TX_044198,2026-02-28 07:48:39,108.22,Retail,Crédito,85.3,0,1,0
TX_000002,2026-03-02 20:38:57,42.63,Retail,Débito,71.7,0,1,0
TX_035450,2026-01-08 02:17:22,72.93,Servicios,Crédito,81.8,0,1,0
TX_030904,2026-01-02 09:58:45,137.81,Servicios,Crédito,79.2,0,1,0
TX_007649,2026-01-30 14:09:54,178.09,Electrónica,Débito,93.1,0,1,0
TX_004218,2026-01-09 01:54:55,161.72,Retail,Débito,100.0,0,1,0
TX_010475,2026-01-29 06:33:55,7.12,Viajes,Crédito,77.9,0,1,0
TX_001186,2026-03-19 03:22:41,254.17,Retail,Crédito,90.3,0,1,0
TX_046702,2026-02-13 01:43:40,28.7,Retail,Débito,,0,1,0
TX_026827,2026-01-30 22:17:04,91.28,Servicios,Crédito,100.0,0,1,0
TX_012091,2026-01-27 01:53:46,32.1,Servicios,Crédito,92.0,0,1,0
TX_005387,2026-02-09 22:34:54,27.48,Servicios,Débito,100.0,0,1,0
TX_017352,2026-03-05 14:20:17,50.57,Electrónica,Crédito,84.9,0,1,0
TX_018845,2026-02-15 12:44:53,127.98,Servicios,Crédito,84.0,1,1,0
TX_028817,2026-03-14 01:14:26,82.94,Viajes,Crédito,88.7,0,1,0
TX_043053,2026-01-02 17:47:24,130.57,Servicios,Débito,85.0,0,1,0
TX_011348,2026-02-06 12:31:56,72.16,Electrónica,Débito,79.3,0,1,0
TX_042803,2026-03-16 23:25:29,23.64,Servicios,Crédito,97.5,0,1,0
TX_003980,2026-03-08 12:46:49,33.66,Retail,Crédito,90.5,0,1,0
TX_007091,2026-01-02 06:45:47,148.61,Entretenimiento,Débito,81.4,0,1,0
TX_021600,2026-02-09 18:45:25,26.0,Entretenimiento,Débito,95.0,0,1,0
TX_034265,2026-03-27 20:30:33,49.09,Viajes,Débito,82.2,1,1,0
TX_017931,2026-03-05 08:54:02,18.08,Retail,Débito,94.1,0,1,0
TX_041959,2026-01-19 16:03:04,9.6,Entretenimiento,Crédito,79.1,1,1,0
TX_025485,2026-03-30 17:35:25,37.56,Retail,Crédito,99.5,0,1,0
TX_021028,2026-01-19 18:47:58,117.91,Retail,Crédito,80.7,0,1,0
TX_029094,2026-03-21 09:39:35,91.31,Servicios,Crédito,93.4,0,1,0
TX_024609,2026-02-01 17:22:50,8.07,Retail,Débito,90.5,0,1,0
TX_044988,2026-01-07 01:33:14,88.79,Entretenimiento,Crédito,91.8,0,1,0
TX_024543,2026-03-19 23:47:32,11.53,Servicios,Crédito,86.3,0,1,0
TX_024879,2026-02-22 00:36:44,27.71,Viajes,Crédito,72.8,0,1,0
TX_018529,2026-01-23 05:04:14,61.08,Viajes,Crédito,86.2,0,1,0
TX_040248,2026-01-01 21:20:33,138.97,Servicios,Débito,83.8,0,1,0
TX_007105,2026-02-14 10:34:21,21.25,Electrónica,Crédito,80.7,0,1,0
TX_011490,2026-02-14 05:44:30,196.29,Retail,Crédito,77.8,1,1,0
TX_016073,2026-01-13 19:08:56,9.16,Retail,Crédito,97.1,0,1,0
TX_004057,2026-02-07 21:01:59,210.31,Viajes,Débito,95.3,0,1,0
TX_042724,2026-02-09 20:38:45,109.97,Viajes,Crédito,85.8,0,1,0
TX_024038,2026-01-25 00:08:12,59.47,Servicios,Crédito,94.8,0,1,0
TX_007192,2026-02-19 17:04:42,72.5,Electrónica,Débito,84.9,0,1,0
TX_035651,2026-03-30 08:36:23,73.38,Servicios,Crédito,83.3,0,1,0
TX_000939,2026-01-25 17:16:11,44.82,Servicios,Débito,86.7,0,1,0
TX_019425,2026-02-04 01:57:58,71.97,Servicios,Débito,76.0,0,1,0
TX_018116,2026-02-08 04:54:03,13.08,Servicios,Débito,82.7,0,1,0
TX_031660,2026-02-05 09:20:50,53.39,Servicios,Débito,85.7,0,1,0
TX_001073,2026-01-26 17:31:21,30.98,Servicios,Débito,100.0,0,1,0
TX_043348,2026-02-19 06:15:36,6.02,Servicios,Débito,83.5,0,1,0
TX_035157,2026-02-28 00:04:01,182.57,Viajes,Crédito,16.4,2,0,1
TX_030666,2026-02-06 21:28:35,86.99,Servicios,Crédito,87.4,0,1,0
TX_044883,2026-01-14 01:45:05,73.92,Entretenimiento,Débito,94.7,0,1,0
TX_040154,2026-03-10 15:01:12,22.97,Retail,Débito,78.4,0,1,0
TX_042524,2026-03-17 20:36:18,12.79,Viajes,Crédito,89.3,0,1,0
TX_016064,2026-02-01 19:50:04,85.76,Servicios,Débito,85.5,0,1,0
TX_034409,2026-01-07 12:29:41,77.82,Retail,Crédito,81.5,0,1,0
TX_013656,2026-03-12 11:11:19,88.29,Electrónica,Crédito,90.2,0,1,0
TX_045251,2026-01-22 07:14:17,36.4,Retail,Crédito,94.6,0,1,0
TX_028136,2026-02-23 08:22:57,23.59,Electrónica,Débito,,1,1,0
TX_017268,2026-03-28 11:29:52,23.84,Retail,Crédito,82.8,0,1,0
TX_029672,2026-02-06 09:30:18,48.44,Retail,Crédito,71.1,0,1,0
TX_028773,2026-02-21 01:16:55,72.98,Viajes,Crédito,83.9,0,1,0
TX_000091,2026-02-17 11:58:50,86.05,Viajes,Crédito,75.6,0,1,0
TX_044128,2026-01-15 11:10:00,144.55,Servicios,Débito,80.7,0,1,0
TX_026460,2026-01-12 03:35:23,24.96,Entretenimiento,Crédito,91.6,0,1,0
TX_049623,2026-02-04 09:59:55,60.36,Servicios,Débito,73.1,0,1,0
TX_041141,2026-02-10 10:38:11,40.59,Viajes,Crédito,100.0,2,1,0
TX_011417,2026-01-01 02:55:05,54.56,Entretenimiento,Crédito,84.6,0,1,0
TX_035989,2026-03-11 13:27:30,140.75,Retail,Débito,91.2,0,1,0
TX_000499,2026-02-26 04:02:58,14.28,Retail,Crédito,89.4,0,1,0
TX_022365,2026-02-28 04:57:37,230.26,Retail,Débito,83.9,0,1,0
TX_035937,2026-01-14 07:30:10,39.71,Servicios,Crédito,94.6,1,1,0
TX_028244,2026-03-19 10:03:50,119.95,Servicios,Crédito,78.7,0,1,0
TX_037230,2026-01-05 04:42:22,44.56,Viajes,Crédito,85.6,1,1,0
TX_015911,2026-02-19 08:24:54,151.45,Electrónica,Débito,94.7,0,1,0
TX_020851,2026-03-13 13:49:25,52.63,Electrónica,Débito,82.6,0,1,0
TX_046506,2026-03-09 18:34:55,35.57,Retail,Crédito,87.5,0,1,0
TX_029292,2026-01-07 01:22:33,86.81,Entretenimiento,Débito,94.9,0,1,0
TX_030502,2026-02-22 08:38:43,121.76,Retail,Débito,66.8,0,1,0
TX_005146,2026-03-26 12:52:39,162.76,Electrónica,Crédito,93.2,0,1,0
TX_036138,2026-02-12 11:33:45,105.04,Retail,Crédito,93.4,0,1,0
TX_027391,2026-03-20 21:24:23,77.49,Electrónica,Crédito,91.8,0,1,0
TX_007488,2026-02-08 22:27:36,91.79,Retail,Crédito,88.1,1,1,0
TX_033924,2026-02-26 09:32:08,7.65,Servicios,Crédito,81.5,0,1,0
TX_024787,2026-01-28 06:14:49,18.71,Electrónica,Crédito,84.4,2,1,0
TX_012489,2026-02-26 02:26:29,11.12,Retail,Débito,73.5,1,1,0
TX_027744,2026-01-20 01:30:04,24.43,Servicios,Crédito,73.5,0,1,0
TX_012957,2026-03-31 12:02:58,179.18,Retail,Débito,77.8,1,1,0
TX_021464,2026-01-26 07:31:45,30.06,Entretenimiento,Crédito,97.3,0,1,0
TX_006494,2026-01-02 18:48:36,222.8,Entretenimiento,Crédito,76.9,0,0,0
TX_029116,2026-01-24 11:44:56,55.46,Electrónica,Crédito,85.0,0,1,0
TX_047311,2026-03-30 16:17:39,214.32,Servicios,Crédito,85.5,1,1,0
TX_037859,2026-03-24 04:20:54,43.52,Retail,Crédito,84.3,1,0,0
TX_031566,2026-02-28 02:44:55,137.24,Viajes,Débito,72.1,0,1,0
TX_041202,2026-01-01 22:06:40,139.35,Entretenimiento,Crédito,87.6,1,1,0
TX_028827,2026-03-12 14:32:53,49.49,Retail,Débito,77.5,0,1,0
TX_004646,2026-01-21 22:31:07,29.2,Servicios,Débito,82.7,0,1,0
TX_027092,2026-01-03 22:47:07,98.03,Retail,Débito,79.7,0,1,0
TX_025640,2026-02-10 13:47:47,44.79,Retail,Crédito,89.6,0,1,0
TX_031245,2026-02-07 11:25:05,13.74,Servicios,Crédito,80.0,0,0,0
TX_048650,2026-01-05 14:44:25,48.17,Retail,Crédito,88.4,0,1,0
TX_005758,2026-01-09 22:13:10,5.21,Retail,Débito,83.9,0,1,0
TX_041436,2026-02-16 10:21:52,6.85,Electrónica,Crédito,80.1,0,1,0
TX_028801,2026-03-23 23:08:19,33.52,Servicios,Débito,85.6,0,1,0
TX_019883,2026-02-11 07:08:27,121.65,Retail,Débito,75.1,1,1,0
TX_006141,2026-02-08 12:43:35,67.89,Retail,Crédito,90.0,2,1,0
TX_006913,2026-01-04 14:35:31,19.01,Retail,Crédito,68.9,0,1,0
TX_010521,2026-02-23 05:28:50,24.94,Retail,Crédito,84.8,0,1,0
TX_011533,2026-01-05 08:54:49,44.7,Servicios,Crédito,82.7,0,1,0
TX_048957,2026-01-09 04:27:25,23.36,Servicios,Débito,83.4,0,1,0
TX_040407,2026-03-12 08:15:04,36.98,Entretenimiento,Crédito,84.1,0,1,0
TX_020590,2026-02-26 15:11:49,74.02,Electrónica,Crédito,89.1,0,1,0
TX_046433,2026-03-26 19:16:49,90.26,Retail,Débito,84.2,0,1,0
TX_007362,2026-02-04 16:24:48,138.07,Retail,Débito,79.4,0,0,0
TX_020073,2026-02-16 01:24:58,74.37,Entretenimiento,Crédito,78.0,0,1,0
TX_001458,2026-02-05 04:25:21,22.99,Viajes,Crédito,,0,1,0
TX_005202,2026-03-22 20:33:37,26.93,Servicios,Crédito,68.8,0,1,0
TX_042217,2026-02-20 04:31:55,28.5,Retail,Crédito,82.9,0,1,0
TX_014512,2026-02-24 14:20:53,24.88,Electrónica,Débito,90.5,0,1,0
TX_036416,2026-03-18 02:54:49,93.59,Servicios,Crédito,74.6,0,1,0
TX_045531,2026-03-30 19:13:46,36.56,Retail,Crédito,88.1,0,0,0
TX_032441,2026-01-06 18:01:46,28.42,Servicios,Crédito,91.8,0,1,0
TX_029017,2026-02-02 03:12:51,88.03,Electrónica,Crédito,89.2,0,1,0
TX_001797,2026-01-03 18:09:27,20.46,Servicios,Débito,90.4,0,1,0
TX_021750,2026-01-17 05:24:33,371.5,Viajes,Débito,50.0,2,1,1
TX_046578,2026-02-03 04:22:46,71.65,Retail,Crédito,80.9,0,1,0
TX_003019,2026-02-23 21:54:16,160.53,Retail,Crédito,87.5,0,1,0
TX_033437,2026-02-19 03:22:43,109.12,Retail,Débito,84.9,2,1,0
TX_013372,2026-02-28 00:52:59,39.13,Viajes,Débito,86.7,0,1,0
TX_015648,2026-02-20 02:51:19,23.04,Retail,Débito,100.0,0,1,0
TX_019259,2026-01-03 13:04:16,17.7,Retail,Crédito,91.3,0,1,0
TX_017433,2026-03-10 16:20:13,59.82,Electrónica,Débito,93.1,0,0,0
TX_021369,2026-02-27 15:10:02,21.0,Retail,Crédito,87.5,0,1,0
TX_032828,2026-02-09 20:24:56,101.48,Electrónica,Débito,91.9,1,1,0
TX_012213,2026-03-20 23:17:16,55.76,Servicios,Débito,72.1,0,1,0
TX_006704,2026-03-09 08:07:01,7.97,Retail,Crédito,98.6,0,1,0
TX_035537,2026-02-09 16:04:58,17.62,Entretenimiento,Crédito,91.0,0,1,0
TX_044951,2026-03-29 22:27:30,163.35,Servicios,Crédito,76.8,0,1,0
TX_015031,2026-01-24 11:19:05,22.69,Retail,Crédito,92.3,1,1,0
TX_002646,2026-02-20 13:38:36,10.29,Entretenimiento,Débito,,0,1,0
TX_021795,2026-02-01 20:43:04,160.52,Retail,Débito,85.6,0,1,0
TX_015781,2026-02-28 21:03:38,29.92,Retail,Débito,98.3,0,1,0
TX_000187,2026-02-02 05:52:05,7.44,Viajes,Débito,83.1,0,1,0
TX_043431,2026-02-12 10:19:45,33.71,Retail,Crédito,81.7,2,1,0
TX_008107,2026-01-17 00:52:08,167.65,Servicios,Crédito,94.1,0,1,0
TX_002167,2026-03-03 03:35:19,89.96,Electrónica,Débito,73.3,1,1,0
TX_006317,2026-01-16 02:09:18,635.44,Electrónica,Crédito,23.1,2,0,1
TX_032535,2026-01-21 04:23:31,42.49,Servicios,Crédito,98.8,2,1,0
TX_011399,2026-01-18 09:39:12,37.63,Electrónica,Crédito,77.9,0,1,0
TX_013131,2026-02-27 23:50:09,131.7,Retail,Débito,82.5,0,1,0
TX_049385,2026-03-18 00:47:41,92.26,Servicios,Crédito,85.4,0,1,0
TX_030283,2026-01-20 17:52:26,128.59,Retail,Crédito,90.5,0,1,0
TX_024129,2026-02-12 22:27:57,89.67,Retail,Débito,78.1,0,1,0
TX_045629,2026-03-10 13:13:33,30.38,Retail,Crédito,90.0,0,1,0
TX_049153,2026-03-04 07:11:13,31.01,Retail,Crédito,97.1,1,1,0
TX_027558,2026-01-24 12:50:15,49.59,Viajes,Crédito,83.0,0,1,0
TX_004933,2026-01-01 21:14:25,39.77,Retail,Débito,90.5,0,1,0
TX_000281,2026-01-01 13:37:36,16.72,Retail,Crédito,74.7,0,1,0
TX_020967,2026-01-27 12:02:25,6.01,Electrónica,Crédito,77.7,0,1,0
TX_020095,2026-03-21 08:25:09,145.49,Retail,Débito,72.4,0,1,0
TX_028566,2026-02-04 23:26:41,164.45,Servicios,Débito,92.2,1,1,0
TX_039719,2026-02-02 16:17:42,127.13,Servicios,Crédito,80.8,0,0,0
TX_011098,2026-01-07 08:00:52,28.38,Retail,Crédito,89.1,1,1,0
TX_029138,2026-02-06 06:25:29,7.57,Retail,Crédito,77.2,0,0,0
TX_039068,2026-03-22 03:54:51,30.95,Retail,Crédito,86.4,0,1,0
TX_028487,2026-02-02 15:32:19,89.24,Viajes,Débito,86.4,0,1,0
TX_003724,2026-01-13 22:37:31,44.1,Retail,Crédito,80.9,0,1,0
TX_024960,2026-03-25 05:10:31,131.0,Servicios,Crédito,96.7,0,0,0
TX_033351,2026-03-21 18:17:55,11.15,Servicios,Crédito,85.2,0,1,0
TX_030776,2026-01-10 05:20:30,221.24,Servicios,Crédito,87.3,0,1,0
TX_003282,2026-03-14 20:40:41,39.86,Retail,Crédito,85.5,2,1,0
TX_044438,2026-03-05 10:23:35,135.94,Servicios,Crédito,87.3,0,1,0
TX_010492,2026-02-01 13:56:50,52.52,Electrónica,Crédito,78.3,0,1,0
TX_012540,2026-03-27 14:30:35,76.58,Servicios,Débito,94.6,2,1,0
TX_007733,2026-01-01 00:44:45,36.82,Servicios,Crédito,72.5,1,1,0
TX_043646,2026-01-10 01:41:38,209.16,Electrónica,Crédito,92.5,0,1,0
TX_031387,2026-02-21 22:21:03,12.02,Electrónica,Crédito,80.6,2,1,0
TX_009702,2026-02-02 03:22:58,236.54,Servicios,Crédito,86.2,1,1,0
TX_025422,2026-01-19 09:07:47,6.98,Retail,Crédito,76.2,0,0,0
TX_016949,2026-03-28 09:37:04,117.61,Entretenimiento,Crédito,88.0,0,1,0
TX_006320,2026-01-06 16:26:11,51.84,Servicios,Crédito,89.6,0,1,0
TX_010119,2026-02-27 13:08:06,9.01,Retail,Crédito,91.3,0,1,0
TX_017817,2026-01-25 13:35:03,23.29,Retail,Débito,100.0,0,1,0
TX_002846,2026-01-08 03:26:43,579.76,Electrónica,Débito,39.1,3,0,1
TX_020871,2026-03-02 15:02:05,34.63,Servicios,Crédito,76.1,0,1,0
TX_015542,2026-01-22 11:33:08,21.74,Entretenimiento,Débito,65.0,0,1,0
TX_041230,2026-03-13 12:04:27,104.37,Retail,Débito,93.3,0,1,0
TX_003579,2026-02-13 04:47:24,7.48,Retail,Débito,76.8,0,1,0
TX_030924,2026-01-02 15:46:10,48.82,Retail,Crédito,77.5,0,1,0
TX_038041,2026-02-09 13:05:32,30.57,Retail,Crédito,89.8,0,1,0
TX_014024,2026-01-13 08:08:01,160.66,Servicios,Débito,79.2,0,1,0
TX_041881,2026-02-26 10:09:36,16.94,Retail,Crédito,82.0,1,1,0
TX_029881,2026-03-23 19:50:32,197.6,Retail,Crédito,88.8,0,1,0
TX_000683,2026-01-22 10:14:21,116.47,Viajes,Crédito,,0,1,0
TX_025619,2026-02-01 00:14:08,7.25,Servicios,Débito,83.5,0,1,0
TX_004231,2026-01-23 19:29:13,231.95,Viajes,Crédito,91.3,0,1,0
TX_005936,2026-02-25 06:18:45,68.38,Retail,Débito,88.9,0,1,0
TX_030234,2026-03-29 06:36:32,122.36,Retail,Crédito,97.4,0,1,0
TX_012900,2026-03-06 12:57:40,102.54,Electrónica,Débito,80.0,0,1,0
TX_016285,2026-03-14 01:30:18,82.81,Electrónica,Crédito,88.6,0,1,0
TX_005002,2026-02-24 22:00:07,274.69,Entretenimiento,Débito,83.3,0,1,0
TX_002924,2026-02-08 04:54:02,132.42,Retail,Débito,83.1,0,1,0
TX_021241,2026-03-21 08:29:11,141.32,Servicios,Crédito,100.0,0,0,0
TX_018095,2026-01-05 13:13:49,64.06,Retail,Crédito,76.4,0,1,0
TX_049719,2026-02-18 23:34:34,110.7,Servicios,Débito,82.3,0,0,0
TX_002692,2026-03-19 16:54:45,180.07,Retail,Débito,81.3,0,1,0
TX_007828,2026-01-15 22:52:47,62.6,Retail,Crédito,82.2,0,1,0
TX_004812,2026-02-06 03:11:25,29.05,Retail,Crédito,81.8,0,1,0
TX_036511,2026-03-05 23:43:02,18.85,Servicios,Crédito,96.5,0,1,0
TX_003447,2026-01-19 18:35:50,195.03,Retail,Débito,93.5,0,1,0
TX_028347,2026-02-19 05:12:37,32.75,Retail,Crédito,88.2,0,1,0
TX_041779,2026-03-18 01:11:58,114.12,Servicios,Crédito,88.5,0,1,0
TX_008157,2026-02-25 11:41:41,21.19,Retail,Débito,92.4,0,0,0
TX_018766,2026-03-27 10:09:48,6.37,Servicios,Crédito,85.2,0,1,0
TX_017474,2026-02-01 02:51:12,23.44,Electrónica,Crédito,87.4,1,1,0
TX_027184,2026-03-25 16:04:11,119.82,Retail,Crédito,93.3,1,1,0
TX_039560,2026-03-30 06:26:49,46.95,Entretenimiento,Crédito,91.8,0,1,0
TX_044925,2026-03-10 02:38:54,41.13,Servicios,Crédito,79.9,0,1,0
TX_044415,2026-03-22 19:04:24,57.67,Electrónica,Crédito,70.5,0,1,0
TX_048324,2026-03-06 03:37:53,215.25,Retail,Crédito,67.4,0,1,0
TX_028782,2026-01-18 19:42:49,39.09,Retail,Crédito,81.7,0,1,0
TX_044440,2026-02-12 16:16:49,255.03,Retail,Crédito,77.2,0,0,0
TX_044114,2026-03-07 17:08:34,37.0,Entretenimiento,Débito,82.4,0,1,0
